Gender;Height ( inch );Weight ( libre );Height_old_meter;Weight_old_kg;Height_meter;Weight_kg
Female;65,8999896;159,8498234;1,673859736;72,50666024;1,73;89,79
Female;65,93552467;135,9267252;1,674762327;61,65532543;1,41;50,96
Male;68,16583681;173,4564553;1,731412255;78,67852465;1,43;86,49
Male;78,99874235;269,9896985;2,006568056;122,4652672;1,72;64,66
Female;61,89055931;110,9196877;1,572020206;50,31232402;1,9;71,4
Female;63,84725942;146,390844;1,621720389;66,40176988;1,44;66,74
Male;68,68885514;187,3225748;1,744696921;84,96809066;1,87;60,28
Female;59,10499431;125,049757;1,501266855;56,72161565;1,86;161,84
Female;64,17427906;135,1313308;1,630026688;61,2945406;1,58;60,48
Male;68,04152768;185,1833394;1,728254803;83,9977498;1,6;138,6
Male;70,25426107;176,0486441;1,784458231;79,85432171;1,63;92,66
Male;72,26760699;196,5274669;1,835597218;89,14335948;1,34;87,36
Female;61,19071638;124,4632732;1,554244196;56,45559107;1,46;63,36
Female;63,66625541;137,079336;1,617122887;62,17814089;1,33;87,15
Male;67,43804695;173,23066;1,712926393;78,57610563;1,47;86,33
Female;71,55220467;185,6582708;1,817425999;84,21317506;1,64;79,8
Male;71,12075332;197,345436;1,806467134;89,51438402;1,63;111,87
Female;62,69466332;113,3449588;1,592444448;51,41240849;1,3;67,2
Female;63,22901952;131,2381262;1,606017096;59,5286127;1,43;59,52
Male;67,6185295;175,4365111;1,717510649;79,57666285;1,76;143,64
Female;62,08882609;130,9418811;1,577056183;59,39423818;1,79;108,36
Female;66,06415032;171,937809;1,678029418;77,98967828;1,53;133,9
Male;66,87851578;175,366252;1,698714301;79,54479386;1,6;53,9
Male;70,85919069;184,4932506;1,799823444;83,68473079;1,58;84,24
Male;74,27201865;209,9374928;1,886509274;95,22604491;1,45;93,1
Male;75,69861825;249,565628;1,922744904;113,2010647;1,72;53,68
Female;63,26321767;141,6711475;1,606885729;64,26095156;1,44;105,28
Female;68,09431963;141,2266331;1,729595719;64,05932321;1,86;82,96
Male;68,47745653;187,2053947;1,739327396;84,91493866;1,53;106,09
Male;65,90330126;172,575231;1,673943852;78,27880803;1,57;46,01
Female;62,96892944;126,1849966;1,599410808;57,23655167;1,82;141,24
Male;66,38185873;172,7818241;1,686099212;78,37251709;1,71;156,09
Male;66,40224967;165,5684991;1,686617142;75,1006079;1,53;95,79
Female;59,25272547;139,1408123;1,505019227;63,11321081;1,8;150,8
Female;61,8356708;118,3613566;1,570626038;53,68780826;1,49;123,75
Male;67,00180414;165,6033214;1,701845825;75,11640303;1,9;133
Male;70,46431845;203,2584802;1,789793689;92,19649576;1,62;81,76
Female;65,03699043;147,8703567;1,651939557;67,07286555;1,7;111,6
Female;65,53670241;148,2729795;1,664632241;67,25549218;1,67;139,23
Male;67,70560322;177,2569991;1,719722322;80,40242232;1,87;94,53
Male;74,01689711;207,7107569;1,880029187;94,2160145;1,9;149,8
Male;67,03041506;183,2496144;1,702572543;83,1206269;1,48;78,4
Male;67,17282846;181,8862409;1,706189843;82,50221108;1,35;102
Female;63,74809374;137,1529764;1,619201581;62,21154362;1,5;100
Male;66,32905726;175,6835879;1,684758054;79,68873501;1,45;79,8
Female;64,71529187;143,9397166;1,643768413;65,28995719;1,65;104,65
Male;68,48130885;185,7658666;1,739425245;84,2619797;1,82;159,72
Female;62,14929576;131,1149727;1,578592112;59,47275121;1,65;146,05
Female;66,15135541;160,7672881;1,680244427;72,92281523;1,53;64,89
Male;74,52097209;216,5331913;1,892832691;98,21780343;1,46;64,32
Female;65,5914099;150,6377745;1,666021811;68,32814515;1,44;80,84
Male;69,21700915;188,0899421;1,758112032;85,31616261;1,48;99,96
Male;70,50979425;191,3571188;1,790948774;86,79812903;1,77;105,41
Male;71,25062398;209,4821247;1,809765849;95,01949342;1,51;98,98
Female;62,16860399;126,8096921;1,579082541;57,51990878;1,88;82,8
Female;62,56696438;142,3761627;1,589200895;64,58074107;1,49;96,03
Female;62,93726922;127,7252893;1,598606638;57,93521668;1,7;64,8
Female;62,98018094;129,9230126;1,599696596;58,9320872;1,32;68,06
Female;64,85275991;147,7259211;1,647260102;67,00735066;1,45;71,25
Male;71,72961129;203,6212077;1,821932127;92,36102618;1,71;137,94
Male;59,93864965;141,4595789;1,522441701;64,16498565;1,37;52,2
Male;67,44865627;170,5057487;1,713195869;77,34010665;1,47;65,96
Female;63,32172871;131,5992462;1,608371909;59,69241397;1,39;65,86
Male;67,03198029;171,7329433;1,702612299;77,89675276;1,59;92,65
Female;67,67451924;172,5743701;1,718932789;78,27841753;1,3;43,2
Male;69,89315067;200,1206742;1,775286027;90,7732109;1,63;49,72
Female;60,16251035;94,23233057;1,528127763;42,74306615;1,43;102,3
Female;62,57864216;129,178171;1,589497511;58,59423274;1,73;72,57
Female;64,07225206;166,5731251;1,627435202;75,55629859;1,39;102,35
Female;65,06001174;144,7589644;1,652524298;65,66156174;1,69;88,06
Female;66,46574173;132,7656725;1,68822984;60,22149604;1,69;113,05
Female;67,26012397;151,2309519;1,708407149;68,59720589;1,31;86,67
Male;69,56915521;180,9498234;1,767056542;82,07745925;1,6;74,8
Female;65,17710023;134,6712491;1,655498346;61,08585105;1,89;86,18
Male;68,51488725;169,1350738;1,740278136;76,71837898;1,45;71,25
Female;63,27695962;116,7618403;1,607234774;52,96227987;1,64;90,06
Female;66,36731777;156,4211166;1,685729871;70,951425;1,9;88,2
Male;67,36349029;178,1738332;1,711032653;80,81829127;1,56;121,9
Male;68,57012544;192,3292822;1,741681186;87,23909493;1,45;93,1
Male;75,55355223;218,8872833;1,919060227;99,28560159;1,71;102,85
Male;63,27589919;164,5538549;1,607207839;74,64037304;1,65;92
Female;64,56779556;153,5682565;1,640022007;69,65738942;1,76;100,8
Male;69,32231674;208,9849709;1,760786845;94,79398824;1,49;89,1
Female;62,20865376;127,5969484;1,580099806;57,87700223;1,51;83,83
Female;63,68469752;134,2638812;1,617591317;60,90107208;1,5;64
Female;63,74039892;146,8395153;1,619006133;66,60528375;1,87;72,61
Female;64,52414744;129,201506;1,638913345;58,60481731;1,74;88,04
Female;66,8423668;160,0419742;1,697796117;72,59381838;1,37;61,77
Female;57,79038921;103,3120562;1,467875886;46,86156042;1,32;100,86
Female;60,38383491;125,4461044;1,533749407;56,9013958;1,9;151,2
Female;61,00854419;118,0380533;1,549617022;53,54116035;1,76;73,08
Male;64,72961551;161,9524312;1,644132234;73,4603871;1,41;63,7
Female;65,93942566;157,1603635;1,674861412;71,28674175;1,41;66,43
Male;66,0943193;175,6487627;1,67879571;79,67293856;1,84;142,04
Male;66,37841132;163,7837028;1,686011648;74,29103792;1,64;46,74
Female;65,12674824;142,3834652;1,654219405;64,58405343;1,32;104,96
Male;67,19317134;179,7227431;1,706706552;81,52086499;1,34;36,12
Female;67,40852785;157,8533245;1,712176607;71,60106357;1,7;124,8
Female;70,39273783;184,6586105;1,787975541;83,75973678;1,44;62,98
Female;58,3237477;117,053156;1,481423192;53,09441845;1,31;88,29
Female;65,20872037;140,5867904;1,656301497;63,76909545;1,54;84,24
Male;66,944999;171,1050044;1,700402975;77,61192446;1,4;92,7
Female;69,32361357;166,6375555;1,760819785;75,58552373;1,6;97,9
Male;62,600248;151,7207037;1,590046299;68,81935357;1,75;147,5
Female;63,03298117;122,0440586;1,601037722;55,35825378;1,75;117,5
Male;68,73950715;199,8425161;1,745983482;90,6470405;1,42;116,84
Female;67,52034335;158,209688;1,715016721;71,76270734;1,85;86,4
Male;69,32711818;186,2584296;1,760908802;84,48540251;1,64;83,22
Male;69,50595998;192,8421057;1,765451383;87,47170776;1,33;83,83
Male;72,58802109;204,3431869;1,843735736;92,68851044;1,62;56
Female;60,76068868;116,9754277;1,543321492;53,05916148;1,88;78,66
Male;67,0478396;171,3457459;1,703015126;77,72112297;1,79;52,89
Male;67,10251954;175,9579827;1,704403996;79,81319839;1,34;68,88
Male;66,274408;158,3873105;1,683369963;71,84327555;1,79;91,59
Male;67,03592902;175,4521677;1,702712597;79,58376457;1,67;139,23
Female;68,37383472;184,1576434;1,736695402;83,53250192;1,77;57,15
Male;68,38842703;180,7377607;1,737066047;81,98126922;1,31;45,36
Female;59,23919876;111,1812361;1,504675649;50,43096038;1,65;55,2
Female;63,30601816;134,3237693;1,607972861;60,92823686;1,48;123,48
Male;70,87479153;219,8012406;1,800219705;99,70016565;1,7;140,4
Female;58,83844488;117,2792142;1,4944965;53,19695672;1,85;87,75
Male;66,32751733;166,0797083;1,68471894;75,3324885;1,76;65,52
Male;69,01973611;186,287992;1,753101297;84,49881179;1,86;58,48
Male;69,12835663;184,1422808;1,755860258;83,52553357;1,42;75,44
Female;65,03874017;129,5108121;1,651984;58,7451162;1,9;84
Male;70,50545687;187,1357502;1,790838604;84,88334844;1,64;98,04
Female;61,35009174;123,9085003;1,55829233;56,20395031;1,46;48,96
Female;65,38331153;129,375502;1,660736113;58,68374057;1,58;111,24
Female;66,79146278;162,0204861;1,696503155;73,49125628;1,66;53,36
Male;70,18876719;192,86002;1,782794687;87,47983355;1,71;116,16
Male;71,89221787;199,8296986;1,826062334;90,64122658;1,68;71,98
Male;65,7634935;163,2308403;1,670392735;74,04026371;1,44;121,26
Male;69,19698265;194,2577478;1,757603359;88,11383222;1,48;101,92
Female;65,20448102;143,5633393;1,656193818;65,11923532;1,54;78
Female;66,68821821;160,2526142;1,693880743;72,68936307;1,68;48,38
Female;69,00783124;159,0868708;1,752798913;72,16059076;1,42;46
Male;72,30881378;209,4555523;1,83664387;95,00744038;1,76;144,9
Female;62,99503945;132,9704333;1,600074002;60,31437398;1,74;145,08
Female;63,05598762;128,3989658;1,601622086;58,2407912;1,65;87,4
Male;68,65377806;194,9398583;1,743805963;88,42323233;1,75;147,5
Female;62,54811695;130,5960092;1,588722171;59,23735333;1,79;113,52
Male;70,42473053;197,9075211;1,788788155;89,76934154;1,81;124,45
Female;62,53480578;125,5852012;1,588384067;56,96448905;1,42;61,64
Male;70,01893031;201,2131677;1,77848083;91,26875761;1,6;137,5
Male;71,49017916;189,9901271;1,815850551;86,17807203;1,41;66,43
Female;61,7576643;115,5815508;1,568644673;52,42690956;1,64;59,28
Male;68,15253435;193,1593488;1,731074372;87,61560681;1,49;116,82
Female;64,89346302;133,8548262;1,648293961;60,71552785;1,65;51,75
Male;70,21235163;185,7127596;1,783393731;84,23789077;1,46;58,56
Male;71,72349062;202,2682774;1,821776662;91,74734732;1,53;48,41
Female;58,18714107;104,4723822;1,477953383;47,38787544;1,34;99,12
Female;64,785806;147,1909351;1,645559472;66,76468509;1,46;77,76
Female;65,36153819;145,5996389;1,66018307;66,04288528;1,89;147,34
Male;66,55722857;171,5878843;1,690553606;77,8309551;1,41;84,63
Male;72,49958356;212,9703033;1,841489422;96,60170461;1,9;135,8
Female;62,19018942;126,9125155;1,579630811;57,56654869;1,68;90,86
Male;63,95622575;152,6458481;1,624488134;69,23899201;1,63;141,25
Male;67,60910494;174,3641824;1,717271265;79,09026274;1,63;105,09
Male;68,14647366;192,1537013;1,730920431;87,15945278;1,73;59,04
Male;70,34775527;194,3287921;1,786832984;88,14605737;1,6;97,9
Female;58,08709515;94,94483434;1,475412217;43,06625243;1,31;55,89
Female;61,08362906;122,4428634;1,551524178;55,5391486;1,53;126,69
Male;67,51751984;157,9186188;1,714945004;71,63068057;1,35;50,15
Male;69,13003825;179,0063335;1,755902972;81,19590706;1,83;74,48
Male;74,40167189;228,8383958;1,889802466;103,7993503;1,64;139,08
Female;58,51016063;113,7885903;1,48615808;51,61363635;1,7;156
Male;68,72121802;190,1202445;1,745518938;86,23709229;1,49;55,44
Female;63,95483038;121,8886371;1,624452692;55,28775578;1,49;49,5
Male;68,37178369;188,4277984;1,736643306;85,46941165;1,45;79,8
Female;62,06985145;112,4558778;1,576574227;51,00912813;1,81;75,98
Female;60,57531491;99,28629808;1,538612999;45,03550725;1,41;42,77
Female;66,77171597;126,3602341;1,696001586;57,31603806;1,83;55,86
Female;61,71892388;121,6065086;1,567660667;55,15978444;1,76;163,8
Female;62,11989878;117,8474259;1,577845429;53,45469321;1,42;89,24
Female;64,17616336;129,6022028;1,630074549;58,78657033;1,88;143,52
Male;69,36857659;187,5710575;1,761961845;85,08080051;1,3;33,6
Male;73,93388062;218,5500933;1,877920568;99,13265478;1,79;112,23
Female;63,82603844;149,369119;1,621181376;67,75269269;1,44;119,38
Female;64,39909116;141,7305126;1,635736915;64,28787911;1,41;77,35
Female;65,47098965;155,5804399;1,662963137;70,57010046;1,67;52,65
Male;69,60028264;176,5948886;1,767847179;80,10209405;1,48;50,96
Male;70,07932331;189,5959602;1,780014812;85,99928093;1,3;82,4
Female;60,58181745;101,7422532;1,538778163;46,14950976;1,81;89,08
Male;69,25077579;176,2517449;1,758969705;79,94644669;1,52;100,98
Male;69,63931191;174,1576333;1,768838523;78,99657364;1,36;55,04
Female;63,71272984;138,9400358;1,618303338;63,02214013;1,68;53,1
Male;65,8889514;159,0058561;1,673579366;72,12384311;1,77;157,48
Male;70,79430255;202,8907578;1,798175285;92,02969968;1,77;162,56
Female;61,30003103;115,0289952;1,557020788;52,17627455;1,65;110,4
Male;65,52885655;184,4281991;1,664432956;83,65522392;1,79;72,24
Male;68,4994407;184,6606371;1,739885794;83,76065603;1,74;107,88
Female;60,96731744;113,79525;1,548569863;51,61665714;1,45;101,65
Female;64,56679838;137,4316449;1,639996679;62,33794552;1,81;145,41
Male;71,91022602;198,0788255;1,826519741;89,84704391;1,65;132,25
Male;68,35987406;194,466166;1,736340801;88,20836912;1,77;101,6
Female;63,08417104;148,9551898;1,602337944;67,56493757;1,44;104,34
Male;67,10453999;165,3738242;1,704455316;75,01230485;1,55;49,35
Male;71,6256009;179,7539438;1,819290263;81,53501739;1,85;109,35
Male;73,98590142;223,326105;1,879241896;101,2990172;1,49;80,19
Female;59,84744636;112,1445442;1,520125138;50,86790959;1,57;102,72
Female;63,9575827;118,8929568;1,624522601;53,92893805;1,3;53,6
Female;64,25475995;143,3638501;1,632070903;65,02874854;1,38;77,44
Female;67,69151048;163,9030502;1,719364366;74,34517299;1,63;53,11
Female;67,85661108;174,829182;1,723557921;79,30118301;1,76;124,74
Female;69,21120218;147,0493817;1,757964535;66,70047755;1,77;63,5
Male;70,86876641;201,9315351;1,800066667;91,59460358;1,37;97,44
Female;62,23463299;118,8527054;1,580759678;53,91068032;1,46;55,68
Male;66,30707054;162,5060369;1,684199592;73,71149842;1,4;81
Male;66,80584984;176,5658186;1,696868586;80,08890812;1,57;103,79
Male;67,94278509;185,0096096;1,725746741;83,91894729;1,86;69,36
Female;62,67538949;134,1825767;1,591954893;60,86419298;1,85;168,75
Female;63,21748789;135,6010057;1,605724192;61,50758155;1,34;95,76
Male;65,84488049;164,2769179;1,672459964;74,51475653;1,43;80,91
Male;69,57691046;182,8887134;1,767253526;82,95692496;1,75;92,5
Female;61,59336217;109,450018;1,564471399;49,64569306;1,54;114,4
Male;67,69143017;177,1133457;1,719362326;80,33726223;1,86;136
Male;71,08909566;188,1160458;1,80566303;85,32800305;1,78;80,64
Male;73,91290838;227,2570867;1,877387873;103,0820806;1,64;116,28
Female;59,41674322;124,4003202;1,509185278;56,42703607;1,72;89,06
Male;62,47625672;140,1606586;1,586896921;63,57580532;1,81;148,03
Male;67,68091903;177,2401455;1,719095343;80,39477766;1,51;74,74
Male;67,94057835;191,3306528;1,72569069;86,78612426;1,52;91,8
Male;72,37867503;216,9383745;1,838418346;98,40159143;1,78;145,92
Male;61,67848102;156,4454748;1,566633418;70,96247369;1,54;112,32
Male;67,14365457;182,6091392;1,705448826;82,83011223;1,59;63,22
Male;68,22696925;192,4516764;1,732965019;87,29461201;1,77;154,94
Male;68,28704173;170,4136025;1,73449086;77,29830984;1,87;149,33
Male;70,93997355;199,6482579;1,801875328;90,55892647;1,65;112,7
Female;62,07039642;119,2989868;1,576588069;54,11311016;1,74;125,24
Male;63,4089479;163,0743534;1,610587277;73,96928244;1,88;128,34
Male;72,29169703;202,1043716;1,836209105;91,6730009;1,69;152,32
Female;62,1458607;128,9679968;1,578504862;58,49889932;1,65;94,3
Female;65,15809051;148,3613084;1,655015499;67,29555749;1,51;71,71
Male;66,11122914;192,765581;1,67922522;87,43699674;1,65;58,65
Male;68,59102121;178,9290427;1,742211939;81,16084854;1,34;71,4
Male;69,5732598;191,5471767;1,767160799;86,88433785;1,37;34,8
Male;72,34218364;215,8582339;1,837491464;97,9116479;1,58;138,24
Female;64,06287248;142,8694695;1,627196961;64,80450127;1,71;83,49
Male;71,46413025;206,5908567;1,815188908;93,70803631;1,4;88,2
Male;73,76866092;216,9682385;1,873723987;98,41513752;1,58;45,36
Female;60,44378913;109,6883258;1,535272244;49,75378766;1,53;82,4
Female;66,25529843;148,832458;1,68288458;67,50926736;1,68;149,86
Female;67,91058659;164,3952617;1,724928899;74,56843637;1,6;53,9
Male;68,67987369;196,1516228;1,744468792;88,97287947;1,39;64,08
Female;63,70717383;132,7609218;1,618162215;60,21934116;1,59;73,03
Male;67,61638297;165,9559529;1,717456127;75,27635399;1,63;137,86
Male;68,63976982;203,0058961;1,743450153;92,08192554;1,35;39,95
Male;69,78150595;188,0708013;1,772450251;85,30748049;1,7;85,2
Male;67,3185455;178,0783604;1,709891056;80,77498554;1,69;145,18
Male;68,77721499;177,356393;1,746941261;80,44750664;1,37;36,54
Male;72,53557871;205,5617893;1,842403699;93,24125919;1,53;75,19
Female;64,94631649;149,6021029;1,649636439;67,85837241;1,89;55,6
Female;62,80468111;143,8964651;1,5952389;65,27033864;1,88;96,6
Male;69,35331975;194,4505572;1,761574322;88,20128909;1,84;144,72
Male;70,88466566;191,8880429;1,800470508;87,03895215;1,57;67,41
Female;61,01223365;108,9678597;1,549710735;49,42698974;1,75;56,25
Female;64,03600875;144,4896263;1,626514622;65,53939203;1,61;93,24
Male;69,44639071;198,8278171;1,763938324;90,18678078;1,56;134,62
Male;69,62855658;206,0172567;1,768565337;93,44785573;1,56;112,36
Female;58,97212383;112,9756301;1,497891945;51,24488381;1,52;124,44
Male;66,27025725;159,0089916;1,683264534;72,12526535;1,56;72,08
Female;66,31688599;144,6664037;1,684448904;65,61957691;1,88;75,9
Male;71,39730891;198,4067338;1,813491646;89,99578061;1,67;136,89
Male;74,05642685;211,7305173;1,881033242;96,03934714;1,82;106,92
Female;57,85111519;97,04028987;1,469418326;44,01673507;1,61;81,03
Male;66,69267129;158,733412;1,693993851;72,00026455;1,65;64,4
Female;62,33662335;134,112154;1,583350233;60,83224978;1,61;112,11
Female;62,75439175;131,2928797;1,59396155;59,55344847;1,47;87,3
Female;59,16960398;112,0439445;1,502907941;50,82227833;1,75;126,25
Female;64,29921744;140,1068064;1,633200123;63,55137837;1,7;68,4
Female;64,78555122;148,4311769;1,645553001;67,32724931;1,41;107,38
Male;67,01784812;156,5448123;1,702253342;71,00753242;1,88;117,3
Male;65,07828939;163,6724806;1,652988551;74,24058838;1,39;100,57
Male;67,39177377;174,658931;1,711751054;79,22395845;1,54;69,68
Female;64,39724057;148,3690545;1,63568991;67,29907107;1,46;115,2
Male;70,91655179;191,883267;1,801280415;87,03678584;1,55;94,5
Male;72,73897;187,2229089;1,847569838;84,92288297;1,56;83,74
Male;67,13841414;163,8450013;1,705315719;74,31884245;1,85;101,25
Female;67,73582292;159,1970128;1,720489902;72,21055033;1,68;142,78
Male;74,22117488;231,1301898;1,885217842;104,8388906;1,61;116,55
Female;61,03548988;111,3269624;1,550301443;50,49706072;1,32;47,56
Female;63,17884675;139,0521024;1,604742707;63,07297268;1,89;120,93
Female;63,4680885;137,8269926;1,612089448;62,51727222;1,71;147,62
Female;64,94583725;131,7024502;1,649624266;59,73922652;1,71;83,49
Male;67,05480339;169,8145254;1,703192006;77,02657304;1,69;127,33
Female;67,83639708;156,2742967;1,723044486;70,88482861;1,84;77,72
Male;73,84752958;205,4793679;1,875727251;93,20387347;1,41;50,05
Female;60,91108986;104,2765288;1,547141682;47,29903783;1,89;108,42
Female;61,37925849;141,4274506;1,559033166;64,1504125;1,66;142,68
Female;63,9165972;145,6242906;1,623481569;66,0540671;1,67;125,19
Female;65,79751568;134,3427445;1,671256898;60,93684387;1,55;82,95
Male;66,10890245;182,8753489;1,679166122;82,95086292;1,56;90,1
Female;58,72051813;106,0668625;1,491501161;48,11111954;1,55;136,5
Female;63,01407212;129,18901;1,600557432;58,59914922;1,57;100,58
Female;68,97499091;167,2199405;1,751964769;75,84968912;1,34;94,92
Female;67,80378945;162,509491;1,722216252;73,71306517;1,3;41,6
Male;67,87840172;152,8969648;1,724111404;69,35289663;1,8;165,1
Male;68,61948497;192,6056386;1,742934918;87,36444809;1,7;55,2
Female;58,75737097;111,6573404;1,492437223;50,64691766;1,51;109,08
Female;62,71958949;121,811621;1,593077573;55,25282186;1,87;163,03
Female;62,73540861;129,755778;1,593479379;58,85623086;1,73;100,86
Female;67,05391646;160,9433109;1,703169478;73,00265783;1,88;120,06
Male;72,33347601;210,9644405;1,837270291;95,69186055;1,5;57
Female;63,7838704;139,3405373;1,620110308;63,20380455;1,84;56,28
Female;66,19049727;151,3217383;1,681238631;68,63838591;1,46;77,76
Female;66,20542779;151,0205523;1,681617866;68,50177024;1,82;71,28
Female;62,01581113;133,6528299;1,575201603;60,62390387;1,55;45,15
Female;63,23852471;109,1978498;1,606258528;49,53131149;1,51;124,23
Male;67,67287524;173,8074183;1,718891031;78,83771879;1,34;78,12
Male;66,67678112;183,1973068;1,69359024;83,09690057;1,77;63,5
Female;67,01341257;166,4366356;1,702140679;75,494388;1,72;109,8
Male;69,30840288;198,3786936;1,760433433;89,98306179;1,41;58,24
Male;69,34065722;172,9048014;1,761252693;78,42829865;1,68;101,48
Male;70,85237854;221,0532279;1,799650415;100,2680575;1,75;58,75
Female;68,51787315;156,3727176;1,740353978;70,92947158;1,36;54,18
Male;64,80414049;165,6044904;1,646025168;75,11693328;1,62;125,44
Male;66,03495575;160,1937638;1,677287876;72,66266898;1,38;81,84
Male;69,43402914;214,5883172;1,76362434;97,33562337;1,89;77,84
Male;70,62675272;196,4159832;1,793919519;89,09279133;1,74;104,16
Male;71,03559542;214,475994;1,804304124;97,28467443;1,39;54,29
Male;72,50812038;216,2182301;1,841706258;98,07493943;1,59;80,66
Female;63,12510019;148,7342037;1,603377545;67,46469996;1,49;90,09
Male;67,57597105;175,8919596;1,716429665;79,78325082;1,82;101,64
Female;67,71919305;151,8461821;1,720067503;68,87626961;1,78;65,28
Male;68,00799418;171,2220807;1,727403052;77,66502938;1,83;63,84
Female;68,50493009;155,7206526;1,740025224;70,63369987;1,67;129,87
Male;75,42368656;220,7571144;1,915761639;100,1337427;1,88;74,52
Female;59,87867161;99,87728361;1,520918259;45,30357378;1,73;95,94
Male;65,1939877;156,2861991;1,655927288;70,89022745;1,5;45
Female;65,20982341;150,3616623;1,656329515;68,20290276;1,32;59,04
Female;67,27118588;137,6343182;1,708688121;62,42987659;1,48;67,62
Male;71,92510646;198,6746552;1,826897704;90,11730771;1,3;90,4
Female;65,86062869;165,414135;1,672859969;75,03058953;1,68;93,22
Female;66,15717985;162,3391638;1,680392368;73,63580605;1,69;136,85
Male;66,73417092;181,4931577;1,695047941;82,32391154;1,3;58,4
Male;67,2953506;189,8097614;1,709301905;86,09625952;1,63;108,48
Male;69,0340651;183,557049;1,753465254;83,26007689;1,36;94,6
Female;63,64259668;135,4228025;1,616521956;61,42674994;1,47;80,51
Male;70,48529474;194,7861983;1,790326486;88,35353333;1,59;111,18
Male;64,36013556;175,0851255;1,634747443;79,41727703;1,73;89,79
Male;71,78199597;205,1692351;1,823262698;93,0631996;1,63;72,32
Female;60,89292556;134,7135552;1,546680309;61,10504077;1,47;109,61
Female;62,59363058;136,7605698;1,589878217;62,03355098;1,69;142,8
Female;64,03853748;147,240564;1,626578852;66,78719638;1,69;146,37
Male;69,79008942;194,4007354;1,772668271;88,1786903;1,42;52,44
Male;70,14487407;190,5853768;1,781679801;86,44807275;1,52;103,02
Female;61,99953852;143,2181875;1,574788278;64,9626771;1,73;95,94
Female;62,25155936;135,9323727;1,581189608;61,65788709;1,48;119,56
Male;69,35183224;174,3595987;1,761536539;79,08818361;1,33;57,27
Male;73,10336405;214,3721615;1,856825447;97,2375768;1,87;75,35
Female;67,51136202;159,9497258;1,714788595;72,55197521;1,75;67,5
Male;69,11804525;203,5966954;1,755598349;92,34990759;1,5;64
Male;72,36198348;198,2629703;1,83799438;89,93057058;1,7;85,2
Male;64,2178241;152,7566899;1,631132732;69,28926901;1,58;98,28
Male;69,16948417;181,8159215;1,756904898;82,47031474;1,37;65,25
Female;60,09644199;104,4138173;1,526449627;47,36131085;1,78;88,32
Female;62,7748174;137,5099958;1,594480362;62,37348489;1,81;57,64
Male;65,04544401;147,6602601;1,652154278;66,97756733;1,7;78
Male;67,49221827;183,3838244;1,714302344;83,18150353;1,59;93,74
Female;61,49522812;145,7466891;1,561978794;66,10958613;1,81;53,71
Female;62,1000961;109,3490317;1,577342441;49,59988645;1,58;65,88
Female;63,65396413;127,8416257;1,616810689;57,98798599;1,53;41,2
Male;71,81609502;205,7563737;1,824128814;93,32952119;1,48;107,8
Male;72,2751825;227,2693475;1,835789636;103,087642;1,3;40
Male;65,84458046;170,7923569;1,672452344;77,47010994;1,6;57,2
Male;65,84979857;165,54269;1,672584884;75,08890109;1,32;91,02
Male;70,85354963;195,2516665;1,799680161;88,56466615;1,84;116,58
Female;64,54716626;143,1906606;1,639498023;64,9501911;1,52;62,22
Female;59,47485209;100,8838576;1,510661243;45,76014806;1,72;154,94
Male;62,34671605;139,1966211;1,583606588;63,13852526;1,4;117
Female;67,54666331;150,8878695;1,715685248;68,44158633;1,54;117,52
Male;68,10921459;176,2611905;1,729974051;79,95073114;1,4;89,1
Female;60,94472677;113,5375887;1,54799606;51,49978394;1,45;46,55
Female;61,72792858;132,7115514;1,567889386;60,19694713;1,64;85,5
Female;65,39680004;149,9202668;1,661078721;68,00268913;1,63;53,11
Male;67,59911559;168,8263792;1,717017536;76,57835746;1,58;114,48
Female;61,11660854;101,0974997;1,552361857;45,85705449;1,41;93,73
Male;61,62586107;147,8668245;1,565296871;67,07126337;1,4;54,9
Male;64,03168839;157,8504266;1,626404885;71,59974911;1,32;54,94
Female;60,89451947;128,103419;1,546720795;58,10673343;1,79;145,77
Female;64,83522306;151,2125594;1,646814666;68,58886319;1,49;104,94
Male;71,17115346;213,4572326;1,807747298;96,82257203;1,75;116,25
Female;56,78938641;95,32808768;1,442450415;43,24009322;1,39;111,25
Male;70,4599451;199,1835333;1,789682606;90,34813093;1,33;97,11
Female;64,21824828;137,6063446;1,631143506;62,41718797;1,39;89,89
Male;67,13344429;175,1523728;1,705189485;79,44777989;1,61;116,55
Female;59,60856014;109,813156;1,514057428;49,81040969;1,64;86,64
Female;63,89226161;148,9711143;1,622863445;67,5721608;1,5;52
Male;64,124767;152,8386498;1,628769082;69,32644539;1,8;140,4
Female;66,67801663;137,74798;1,693621622;62,48143271;1,53;130,81
Female;67,04492284;140,8155175;1,70294104;63,87284432;1,57;131,61
Male;73,53028481;222,9259167;1,867669234;101,1174949;1,74;143,84
Male;70,80155896;196,4677247;1,798359598;89,11626088;1,47;56,26
Female;64,5392602;147,5655705;1,639297209;66,93461685;1,82;54,12
Female;65,23813844;135,6482123;1,657048716;61,5289941;1,62;112
Female;69,99520203;176,5508742;1,777878132;80,08212945;1,71;137,94
Female;56,82223984;101,9799235;1,443284892;46,25731519;1,47;43,65
Female;57,35309276;72,75014469;1,456768556;32,99891055;1,89;168,19
Female;61,41293594;123,9622851;1,559888573;56,22834669;1,8;123,5
Female;62,15000603;137,1684764;1,578610153;62,2185743;1,76;156,24
Female;63,85521413;138,3476519;1,621922439;62,75343931;1,36;43
